workload	approachwithdrawal	engagement	arousal	Marker
1.2537e+00	-5.6673e-02	-6.5946e-01	3.8517e+00	0.0000e+00
1.2594e+00	-3.4944e-02	-6.5968e-01	3.8738e+00	0.0000e+00
1.2591e+00	-1.4946e-02	-6.5963e-01	3.8928e+00	0.0000e+00
1.2536e+00	3.3472e-03	-6.6069e-01	3.9100e+00	0.0000e+00
1.2498e+00	2.3347e-02	-6.6491e-01	3.9224e+00	0.0000e+00
1.2513e+00	4.7956e-02	-6.7295e-01	3.9297e+00	0.0000e+00
1.2547e+00	7.2749e-02	-6.8411e-01	3.9279e+00	0.0000e+00
1.2561e+00	9.3568e-02	-6.9542e-01	3.9128e+00	0.0000e+00
1.2474e+00	9.8162e-02	-6.9774e-01	3.8887e+00	0.0000e+00
1.2390e+00	9.7867e-02	-6.9838e-01	3.8771e+00	0.0000e+00
1.2337e+00	9.6056e-02	-6.9907e-01	3.8679e+00	0.0000e+00
1.2295e+00	9.2177e-02	-6.9848e-01	3.8590e+00	0.0000e+00
1.2220e+00	8.7515e-02	-6.9460e-01	3.8549e+00	0.0000e+00
1.2117e+00	8.4717e-02	-6.8694e-01	3.8531e+00	0.0000e+00
1.2028e+00	8.6405e-02	-6.7757e-01	3.8529e+00	0.0000e+00
1.1976e+00	9.0644e-02	-6.7084e-01	3.8572e+00	0.0000e+00
1.1980e+00	9.3263e-02	-6.6666e-01	3.8663e+00	0.0000e+00
1.2015e+00	9.2701e-02	-6.6309e-01	3.8827e+00	0.0000e+00
1.2044e+00	9.0628e-02	-6.5940e-01	3.9018e+00	0.0000e+00
1.2077e+00	9.1097e-02	-6.5112e-01	3.9195e+00	0.0000e+00
1.2119e+00	9.3877e-02	-6.4433e-01	3.9319e+00	0.0000e+00
1.2145e+00	9.5727e-02	-6.4029e-01	3.9351e+00	0.0000e+00
1.2147e+00	9.6784e-02	-6.3720e-01	3.9325e+00	0.0000e+00
1.2096e+00	9.8798e-02	-6.3501e-01	3.9260e+00	0.0000e+00
1.1985e+00	1.0599e-01	-6.3490e-01	3.9160e+00	0.0000e+00
1.1834e+00	1.1287e-01	-6.3960e-01	3.9041e+00	0.0000e+00
1.1687e+00	1.1826e-01	-6.4895e-01	3.8923e+00	0.0000e+00
1.1584e+00	1.2055e-01	-6.6059e-01	3.8783e+00	0.0000e+00
1.1535e+00	1.2082e-01	-6.7175e-01	3.8701e+00	0.0000e+00
1.1536e+00	1.1776e-01	-6.7993e-01	3.8648e+00	0.0000e+00
1.1585e+00	1.1461e-01	-6.8476e-01	3.8624e+00	0.0000e+00
1.1666e+00	1.1457e-01	-6.8891e-01	3.8662e+00	0.0000e+00
1.1781e+00	1.1759e-01	-6.9375e-01	3.8844e+00	0.0000e+00
1.1907e+00	1.2187e-01	-6.9863e-01	3.9107e+00	0.0000e+00
1.1992e+00	1.2397e-01	-7.0182e-01	3.9495e+00	0.0000e+00
1.1905e+00	1.2217e-01	-6.9670e-01	3.9958e+00	0.0000e+00
1.1782e+00	1.2008e-01	-6.9065e-01	4.0471e+00	0.0000e+00
1.1696e+00	1.1885e-01	-6.8662e-01	4.1129e+00	0.0000e+00
1.1672e+00	1.1636e-01	-6.8834e-01	4.1517e+00	0.0000e+00
1.1686e+00	1.1246e-01	-6.9576e-01	4.1735e+00	0.0000e+00
1.1700e+00	1.0693e-01	-7.0635e-01	4.1813e+00	0.0000e+00
1.1679e+00	1.0038e-01	-7.1559e-01	4.1754e+00	0.0000e+00
1.1609e+00	9.4102e-02	-7.1957e-01	4.1554e+00	0.0000e+00
1.1502e+00	8.8852e-02	-7.1740e-01	4.1351e+00	0.0000e+00
1.1389e+00	8.4167e-02	-7.1185e-01	4.1141e+00	0.0000e+00
1.1298e+00	8.5030e-02	-6.9155e-01	4.0939e+00	0.0000e+00
1.1206e+00	8.1192e-02	-6.8457e-01	4.0760e+00	0.0000e+00
1.1100e+00	8.2353e-02	-6.6917e-01	4.0559e+00	0.0000e+00
1.0970e+00	7.9867e-02	-6.5726e-01	4.0436e+00	0.0000e+00
1.0802e+00	7.5134e-02	-6.4847e-01	4.0338e+00	0.0000e+00
1.0620e+00	7.0115e-02	-6.4141e-01	4.0222e+00	0.0000e+00
1.0450e+00	6.6979e-02	-6.3399e-01	4.0134e+00	0.0000e+00
1.0319e+00	6.6233e-02	-6.2534e-01	4.0045e+00	0.0000e+00
1.0240e+00	6.4404e-02	-6.1606e-01	3.9953e+00	0.0000e+00
1.0183e+00	6.0346e-02	-6.0705e-01	3.9867e+00	0.0000e+00
1.0114e+00	5.1589e-02	-5.9943e-01	3.9767e+00	0.0000e+00
1.0043e+00	4.1056e-02	-5.9293e-01	3.9706e+00	0.0000e+00
9.9929e-01	3.1967e-02	-5.8660e-01	3.9659e+00	0.0000e+00
9.9643e-01	2.5515e-02	-5.8067e-01	3.9619e+00	0.0000e+00
9.9257e-01	2.0854e-02	-5.7593e-01	3.9590e+00	0.0000e+00
9.8601e-01	1.5292e-02	-5.7225e-01	3.9560e+00	0.0000e+00
9.7793e-01	1.0789e-02	-5.6994e-01	3.9534e+00	0.0000e+00
9.7109e-01	8.3104e-03	-5.6906e-01	3.9498e+00	0.0000e+00
9.6551e-01	7.1796e-03	-5.6892e-01	3.9451e+00	0.0000e+00
9.5810e-01	5.3999e-03	-5.6809e-01	3.9392e+00	0.0000e+00
9.4840e-01	2.7944e-03	-5.6523e-01	3.9300e+00	0.0000e+00
9.3685e-01	1.9070e-03	-5.6179e-01	3.9224e+00	0.0000e+00
9.2541e-01	3.4106e-03	-5.5910e-01	3.9145e+00	0.0000e+00
9.1547e-01	5.1447e-03	-5.5707e-01	3.9062e+00	0.0000e+00
9.0367e-01	8.0938e-04	-5.5489e-01	3.8983e+00	0.0000e+00
8.8951e-01	-9.1961e-03	-5.5201e-01	3.8886e+00	0.0000e+00
8.7642e-01	-1.9715e-02	-5.4852e-01	3.8820e+00	0.0000e+00
8.6653e-01	-2.6883e-02	-5.4529e-01	3.8764e+00	0.0000e+00
8.5880e-01	-3.0022e-02	-5.4228e-01	3.8695e+00	0.0000e+00
8.4945e-01	-3.2330e-02	-5.3848e-01	3.8633e+00	0.0000e+00
8.3810e-01	-3.2982e-02	-5.3212e-01	3.8589e+00	0.0000e+00
8.2658e-01	-3.2980e-02	-5.2371e-01	3.8546e+00	0.0000e+00
8.1928e-01	-3.0506e-02	-5.1479e-01	3.8488e+00	0.0000e+00
8.1789e-01	-2.6305e-02	-5.0778e-01	3.8442e+00	0.0000e+00
8.1862e-01	-2.1938e-02	-5.0411e-01	3.8394e+00	0.0000e+00
8.1458e-01	-1.9962e-02	-5.0280e-01	3.8344e+00	0.0000e+00
8.0347e-01	-2.0281e-02	-5.0097e-01	3.8298e+00	0.0000e+00
7.8790e-01	-2.0428e-02	-4.9843e-01	3.8256e+00	0.0000e+00
7.7501e-01	-1.8563e-02	-4.9643e-01	3.8220e+00	0.0000e+00
7.6762e-01	-1.5347e-02	-4.9565e-01	3.8179e+00	0.0000e+00
7.6613e-01	-1.2216e-02	-4.9533e-01	3.8157e+00	0.0000e+00
7.6672e-01	-1.0391e-02	-4.9423e-01	3.8147e+00	0.0000e+00
7.6343e-01	-9.6088e-03	-4.9050e-01	3.8128e+00	0.0000e+00
7.5629e-01	-6.0489e-03	-4.8220e-01	3.8095e+00	0.0000e+00
7.4729e-01	1.3008e-03	-4.7009e-01	3.8062e+00	0.0000e+00
7.3857e-01	1.0764e-02	-4.5569e-01	3.8023e+00	0.0000e+00
7.3158e-01	2.0341e-02	-4.4174e-01	3.7963e+00	0.0000e+00
7.2694e-01	2.8307e-02	-4.3081e-01	3.7914e+00	0.0000e+00
7.2549e-01	3.5385e-02	-4.2413e-01	3.7862e+00	0.0000e+00
7.2723e-01	4.4116e-02	-4.2094e-01	3.7790e+00	0.0000e+00
7.3034e-01	5.4213e-02	-4.1949e-01	3.7737e+00	0.0000e+00
7.3343e-01	6.4301e-02	-4.1848e-01	3.7690e+00	0.0000e+00
7.3637e-01	7.3381e-02	-4.1766e-01	3.7652e+00	0.0000e+00
7.4127e-01	8.2920e-02	-4.1599e-01	3.7626e+00	0.0000e+00
7.4964e-01	9.2522e-02	-4.1319e-01	3.7607e+00	0.0000e+00
7.5923e-01	1.0063e-01	-4.0999e-01	3.7604e+00	0.0000e+00
7.6739e-01	1.0617e-01	-4.0694e-01	3.7610e+00	0.0000e+00
7.7223e-01	1.0886e-01	-4.0472e-01	3.7613e+00	0.0000e+00
7.7356e-01	1.1039e-01	-4.0388e-01	3.7612e+00	0.0000e+00
7.7459e-01	1.1334e-01	-4.0422e-01	3.7612e+00	0.0000e+00
7.7537e-01	1.1873e-01	-4.0432e-01	3.7622e+00	0.0000e+00
7.7530e-01	1.2469e-01	-4.0244e-01	3.7653e+00	0.0000e+00
7.7343e-01	1.2980e-01	-3.9937e-01	3.7688e+00	0.0000e+00
7.7304e-01	1.3553e-01	-3.9777e-01	3.7729e+00	0.0000e+00
7.7973e-01	1.4328e-01	-3.9926e-01	3.7780e+00	0.0000e+00
7.9424e-01	1.5285e-01	-4.0396e-01	3.7813e+00	0.0000e+00
8.1389e-01	1.6230e-01	-4.1218e-01	3.7821e+00	0.0000e+00
8.3460e-01	1.7000e-01	-4.2326e-01	3.7808e+00	0.0000e+00
8.5356e-01	1.7473e-01	-4.3520e-01	3.7762e+00	0.0000e+00
8.6949e-01	1.7649e-01	-4.4526e-01	3.7712e+00	0.0000e+00
8.8086e-01	1.7798e-01	-4.5110e-01	3.7657e+00	0.0000e+00
8.8763e-01	1.7908e-01	-4.5387e-01	3.7600e+00	0.0000e+00
8.9094e-01	1.8021e-01	-4.5579e-01	3.7543e+00	0.0000e+00
8.9286e-01	1.8231e-01	-4.5762e-01	3.7470e+00	0.0000e+00
8.9626e-01	1.8764e-01	-4.5940e-01	3.7419e+00	0.0000e+00
9.0104e-01	1.9545e-01	-4.5988e-01	3.7375e+00	0.0000e+00
9.0457e-01	2.0298e-01	-4.5825e-01	3.7334e+00	0.0000e+00
9.0585e-01	2.0944e-01	-4.5554e-01	3.7294e+00	0.0000e+00
9.0752e-01	2.1537e-01	-4.5381e-01	3.7240e+00	0.0000e+00
9.1138e-01	2.1980e-01	-4.5407e-01	3.7201e+00	0.0000e+00
9.1707e-01	2.2323e-01	-4.5570e-01	3.7167e+00	0.0000e+00
9.2213e-01	2.2508e-01	-4.5707e-01	3.7136e+00	0.0000e+00
9.2402e-01	2.2407e-01	-4.5786e-01	3.7099e+00	0.0000e+00
9.2452e-01	2.2114e-01	-4.5802e-01	3.7061e+00	0.0000e+00
9.2629e-01	2.1806e-01	-4.5687e-01	3.7033e+00	0.0000e+00
9.2931e-01	2.1636e-01	-4.5500e-01	3.7002e+00	0.0000e+00
9.3323e-01	2.1583e-01	-4.5344e-01	3.6983e+00	0.0000e+00
9.3761e-01	2.1641e-01	-4.5156e-01	3.6970e+00	0.0000e+00
9.4023e-01	2.1776e-01	-4.4903e-01	3.6962e+00	0.0000e+00
9.4172e-01	2.1970e-01	-4.4627e-01	3.6966e+00	0.0000e+00
9.4269e-01	2.2113e-01	-4.4448e-01	3.6983e+00	0.0000e+00
9.4370e-01	2.2051e-01	-4.4433e-01	3.7006e+00	0.0000e+00
9.4624e-01	2.1854e-01	-4.4544e-01	3.7017e+00	0.0000e+00
9.4995e-01	2.1729e-01	-4.4698e-01	3.7017e+00	0.0000e+00
9.5388e-01	2.1504e-01	-4.4783e-01	3.7021e+00	0.0000e+00
9.5765e-01	2.1063e-01	-4.4896e-01	3.7046e+00	0.0000e+00
9.6244e-01	2.0414e-01	-4.5119e-01	3.7131e+00	0.0000e+00
9.7038e-01	1.9813e-01	-4.5483e-01	3.7344e+00	0.0000e+00
9.8216e-01	1.9364e-01	-4.5969e-01	3.7572e+00	0.0000e+00
9.9481e-01	1.8874e-01	-4.6404e-01	3.7844e+00	0.0000e+00
1.0064e+00	1.8302e-01	-4.6751e-01	3.8202e+00	0.0000e+00
1.0146e+00	1.7566e-01	-4.7072e-01	3.8437e+00	0.0000e+00
1.0187e+00	1.6817e-01	-4.7331e-01	3.8607e+00	0.0000e+00
1.0194e+00	1.6159e-01	-4.7609e-01	3.8711e+00	0.0000e+00
1.0168e+00	1.5606e-01	-4.7877e-01	3.8735e+00	0.0000e+00
1.0123e+00	1.5293e-01	-4.8108e-01	3.8680e+00	0.0000e+00
1.0082e+00	1.5292e-01	-4.8272e-01	3.8560e+00	0.0000e+00
1.0072e+00	1.5658e-01	-4.8379e-01	3.8414e+00	0.0000e+00
1.0118e+00	1.6410e-01	-4.8469e-01	3.8303e+00	0.0000e+00
1.0186e+00	1.7198e-01	-4.8518e-01	3.8198e+00	0.0000e+00
1.0258e+00	1.7696e-01	-4.8541e-01	3.8098e+00	0.0000e+00
1.0316e+00	1.7750e-01	-4.8609e-01	3.8003e+00	0.0000e+00
1.0355e+00	1.7526e-01	-4.8884e-01	3.7890e+00	0.0000e+00
1.0419e+00	1.7305e-01	-4.9385e-01	3.7817e+00	0.0000e+00
1.0467e+00	1.7161e-01	-4.9848e-01	3.7754e+00	0.0000e+00
1.0458e+00	1.7117e-01	-4.9963e-01	3.7697e+00	0.0000e+00
1.0386e+00	1.7098e-01	-4.9507e-01	3.7650e+00	0.0000e+00
1.0291e+00	1.7058e-01	-4.8556e-01	3.7598e+00	0.0000e+00
1.0242e+00	1.7279e-01	-4.7540e-01	3.7569e+00	0.0000e+00
1.0294e+00	1.7825e-01	-4.6997e-01	3.7564e+00	0.0000e+00
1.0433e+00	1.8277e-01	-4.7019e-01	3.7596e+00	0.0000e+00
1.0596e+00	1.8511e-01	-4.7184e-01	3.7694e+00	0.0000e+00
1.0721e+00	1.8566e-01	-4.7141e-01	3.7916e+00	0.0000e+00
1.0803e+00	1.8986e-01	-4.6934e-01	3.8203e+00	0.0000e+00
1.0868e+00	1.9908e-01	-4.6771e-01	3.8484e+00	0.0000e+00
1.0940e+00	2.1037e-01	-4.6837e-01	3.8674e+00	0.0000e+00
1.1029e+00	2.2139e-01	-4.7110e-01	3.8853e+00	0.0000e+00
1.1101e+00	2.2821e-01	-4.7385e-01	3.8926e+00	0.0000e+00
1.1124e+00	2.3021e-01	-4.7545e-01	3.8887e+00	0.0000e+00
1.1143e+00	2.3496e-01	-4.7684e-01	3.8802e+00	0.0000e+00
1.1182e+00	2.4507e-01	-4.7824e-01	3.8687e+00	0.0000e+00
1.1235e+00	2.5796e-01	-4.8029e-01	3.8525e+00	0.0000e+00
1.1271e+00	2.6955e-01	-4.8211e-01	3.8409e+00	0.0000e+00
1.1253e+00	2.7675e-01	-4.8236e-01	3.8305e+00	0.0000e+00
1.1221e+00	2.8311e-01	-4.8292e-01	3.8208e+00	0.0000e+00
1.1252e+00	2.9145e-01	-4.8674e-01	3.8125e+00	0.0000e+00
1.1339e+00	3.0099e-01	-4.9239e-01	3.8034e+00	0.0000e+00
1.1448e+00	3.0873e-01	-4.9764e-01	3.7975e+00	0.0000e+00
1.1530e+00	3.1181e-01	-5.0080e-01	3.7923e+00	0.0000e+00
1.1585e+00	3.1251e-01	-5.0309e-01	3.7872e+00	0.0000e+00
1.1680e+00	3.1673e-01	-5.0565e-01	3.7822e+00	0.0000e+00
1.1823e+00	3.2619e-01	-5.0921e-01	3.7761e+00	0.0000e+00
1.1963e+00	3.3706e-01	-5.1378e-01	3.7720e+00	0.0000e+00
1.2049e+00	3.4322e-01	-5.1832e-01	3.7671e+00	0.0000e+00
1.2089e+00	3.4523e-01	-5.2281e-01	3.7617e+00	0.0000e+00
1.2161e+00	3.5133e-01	-5.2778e-01	3.7577e+00	0.0000e+00
1.2274e+00	3.6486e-01	-5.3309e-01	3.7527e+00	0.0000e+00
1.2384e+00	3.8059e-01	-5.3795e-01	3.7481e+00	0.0000e+00
1.2445e+00	3.9513e-01	-5.4229e-01	3.7445e+00	0.0000e+00
1.2462e+00	4.1210e-01	-5.4751e-01	3.7408e+00	0.0000e+00
1.2496e+00	4.3669e-01	-5.5391e-01	3.7357e+00	0.0000e+00
1.2571e+00	4.6739e-01	-5.6175e-01	3.7322e+00	0.0000e+00
1.2678e+00	4.9676e-01	-5.6998e-01	3.7295e+00	0.0000e+00
1.2765e+00	5.1610e-01	-5.7554e-01	3.7273e+00	0.0000e+00
1.2822e+00	5.2551e-01	-5.7720e-01	3.7252e+00	0.0000e+00
1.2902e+00	5.3537e-01	-5.7708e-01	3.7223e+00	0.0000e+00
1.2989e+00	5.4710e-01	-5.7728e-01	3.7200e+00	0.0000e+00
1.3056e+00	5.5694e-01	-5.7784e-01	3.7178e+00	0.0000e+00
1.3063e+00	5.5970e-01	-5.7804e-01	3.7156e+00	0.0000e+00
1.3027e+00	5.5592e-01	-5.7781e-01	3.7131e+00	0.0000e+00
1.3010e+00	5.5474e-01	-5.7786e-01	3.7089e+00	0.0000e+00
1.3027e+00	5.5965e-01	-5.7835e-01	3.7053e+00	0.0000e+00
1.3063e+00	5.6753e-01	-5.7679e-01	3.7017e+00	0.0000e+00
1.3031e+00	5.7240e-01	-5.7060e-01	3.6980e+00	0.0000e+00
1.2929e+00	5.7431e-01	-5.6114e-01	3.6947e+00	0.0000e+00
1.2845e+00	5.7968e-01	-5.5188e-01	3.6904e+00	0.0000e+00
1.2806e+00	5.8842e-01	-5.4565e-01	3.6875e+00	0.0000e+00
1.2785e+00	5.9793e-01	-5.4323e-01	3.6847e+00	0.0000e+00
1.2719e+00	6.0423e-01	-5.4283e-01	3.6820e+00	0.0000e+00
1.2583e+00	6.1095e-01	-5.4319e-01	3.6796e+00	0.0000e+00
1.2433e+00	6.2280e-01	-5.4395e-01	3.6762e+00	0.0000e+00
1.2300e+00	6.3846e-01	-5.4528e-01	3.6734e+00	0.0000e+00
1.2208e+00	6.5293e-01	-5.4702e-01	3.6705e+00	0.0000e+00
1.2132e+00	6.5701e-01	-5.4789e-01	3.6676e+00	0.0000e+00
1.2059e+00	6.4991e-01	-5.4699e-01	3.6651e+00	0.0000e+00
1.2019e+00	6.4353e-01	-5.4557e-01	3.6620e+00	0.0000e+00
1.2004e+00	6.4266e-01	-5.4371e-01	3.6598e+00	0.0000e+00
1.2017e+00	6.4638e-01	-5.4222e-01	3.6579e+00	0.0000e+00
1.2043e+00	6.4948e-01	-5.4093e-01	3.6564e+00	0.0000e+00
1.2038e+00	6.4440e-01	-5.3874e-01	3.6557e+00	0.0000e+00
1.2038e+00	6.3540e-01	-5.3641e-01	3.6555e+00	0.0000e+00
1.2061e+00	6.2959e-01	-5.3396e-01	3.6559e+00	0.0000e+00
1.2105e+00	6.2915e-01	-5.3168e-01	3.6561e+00	0.0000e+00
1.2166e+00	6.3212e-01	-5.3015e-01	3.6558e+00	0.0000e+00
1.2188e+00	6.3126e-01	-5.2817e-01	3.6554e+00	0.0000e+00
1.2145e+00	6.2660e-01	-5.2545e-01	3.6549e+00	0.0000e+00
1.2103e+00	6.2517e-01	-5.2346e-01	3.6539e+00	0.0000e+00
1.2089e+00	6.2888e-01	-5.2270e-01	3.6520e+00	0.0000e+00
1.2103e+00	6.3658e-01	-5.2309e-01	3.6486e+00	0.0000e+00
1.2109e+00	6.4298e-01	-5.2228e-01	3.6457e+00	0.0000e+00
1.2033e+00	6.4291e-01	-5.1916e-01	3.6426e+00	0.0000e+00
1.1924e+00	6.4103e-01	-5.1530e-01	3.6394e+00	0.0000e+00
1.1855e+00	6.4354e-01	-5.1227e-01	3.6365e+00	0.0000e+00
1.1854e+00	6.5040e-01	-5.1040e-01	3.6342e+00	0.0000e+00
1.1889e+00	6.5913e-01	-5.0837e-01	3.6347e+00	0.0000e+00
1.1855e+00	6.6219e-01	-5.0397e-01	3.6436e+00	0.0000e+00
1.1743e+00	6.5901e-01	-4.9742e-01	3.6564e+00	0.0000e+00
1.1644e+00	6.5911e-01	-4.9163e-01	3.6714e+00	0.0000e+00
1.1597e+00	6.6402e-01	-4.8678e-01	3.6841e+00	0.0000e+00
1.1579e+00	6.6620e-01	-4.8076e-01	3.6902e+00	0.0000e+00
1.1517e+00	6.5653e-01	-4.7261e-01	3.6938e+00	0.0000e+00
1.1393e+00	6.3666e-01	-4.6193e-01	3.6931e+00	0.0000e+00
1.1265e+00	6.1806e-01	-4.5113e-01	3.6897e+00	0.0000e+00
1.1223e+00	6.1327e-01	-4.4370e-01	3.6846e+00	0.0000e+00
1.1247e+00	6.1948e-01	-4.4030e-01	3.6785e+00	0.0000e+00
1.1244e+00	6.2224e-01	-4.3952e-01	3.6701e+00	0.0000e+00
1.1202e+00	6.1825e-01	-4.4037e-01	3.6644e+00	0.0000e+00
1.1152e+00	6.1283e-01	-4.4352e-01	3.6630e+00	0.0000e+00
1.1170e+00	6.1465e-01	-4.4881e-01	3.6882e+00	0.0000e+00
1.1238e+00	6.2489e-01	-4.5380e-01	3.7901e+00	0.0000e+00
1.1270e+00	6.3455e-01	-4.5612e-01	3.9816e+00	0.0000e+00
1.1253e+00	6.3905e-01	-4.5547e-01	4.1268e+00	0.0000e+00
1.1214e+00	6.4076e-01	-4.5427e-01	4.3048e+00	0.0000e+00
1.1229e+00	6.4934e-01	-4.5746e-01	4.3779e+00	0.0000e+00
1.1317e+00	6.6395e-01	-4.6450e-01	4.3143e+00	0.0000e+00
1.1396e+00	6.7567e-01	-4.7255e-01	4.1890e+00	0.0000e+00
1.1437e+00	6.8158e-01	-4.7911e-01	4.1162e+00	0.0000e+00
1.1438e+00	6.8386e-01	-4.8373e-01	4.0845e+00	0.0000e+00
1.1477e+00	6.9166e-01	-4.8786e-01	4.0279e+00	0.0000e+00
1.1572e+00	7.0377e-01	-4.9066e-01	3.9766e+00	0.0000e+00
1.1672e+00	7.1398e-01	-4.9179e-01	3.9424e+00	0.0000e+00
1.1753e+00	7.1959e-01	-4.9261e-01	3.9108e+00	0.0000e+00
1.1817e+00	7.2133e-01	-4.9374e-01	3.8827e+00	0.0000e+00
1.1905e+00	7.2457e-01	-4.9595e-01	3.8499e+00	0.0000e+00
1.2026e+00	7.3294e-01	-5.0100e-01	3.8279e+00	0.0000e+00
1.2113e+00	7.3832e-01	-5.0697e-01	3.8075e+00	0.0000e+00
1.2153e+00	7.3559e-01	-5.1229e-01	3.8121e+00	0.0000e+00
1.2163e+00	7.2784e-01	-5.1621e-01	3.8930e+00	0.0000e+00
1.2211e+00	7.2664e-01	-5.2025e-01	4.0035e+00	0.0000e+00
1.2340e+00	7.3663e-01	-5.2605e-01	4.1006e+00	0.0000e+00
1.2489e+00	7.5099e-01	-5.3424e-01	4.1644e+00	0.0000e+00
1.2635e+00	7.6428e-01	-5.4415e-01	4.2002e+00	0.0000e+00
1.2781e+00	7.7783e-01	-5.5518e-01	4.2086e+00	0.0000e+00
1.2926e+00	7.9267e-01	-5.6780e-01	4.1983e+00	0.0000e+00
1.3081e+00	8.0848e-01	-5.8116e-01	4.1831e+00	0.0000e+00
1.3219e+00	8.2106e-01	-5.9131e-01	4.1673e+00	0.0000e+00
1.3291e+00	8.2461e-01	-5.9629e-01	4.1492e+00	0.0000e+00
1.3316e+00	8.2377e-01	-5.9937e-01	4.1388e+00	0.0000e+00
1.3338e+00	8.2632e-01	-6.0492e-01	4.1312e+00	0.0000e+00
1.3387e+00	8.3447e-01	-6.1321e-01	4.1248e+00	0.0000e+00
1.3460e+00	8.4491e-01	-6.2243e-01	4.1189e+00	0.0000e+00
1.3501e+00	8.4939e-01	-6.2839e-01	4.1099e+00	0.0000e+00
1.3463e+00	8.4194e-01	-6.2855e-01	4.1019e+00	0.0000e+00
1.3364e+00	8.2685e-01	-6.2414e-01	4.0933e+00	0.0000e+00
1.3257e+00	8.1125e-01	-6.1850e-01	4.0814e+00	0.0000e+00
1.3176e+00	7.9887e-01	-6.1331e-01	4.0724e+00	0.0000e+00
1.3127e+00	7.9046e-01	-6.0896e-01	4.0636e+00	0.0000e+00
1.3046e+00	7.7926e-01	-6.0424e-01	4.0548e+00	0.0000e+00
1.2920e+00	7.6160e-01	-5.9957e-01	4.0467e+00	0.0000e+00
1.2776e+00	7.4063e-01	-5.9628e-01	4.0393e+00	0.0000e+00
1.2660e+00	7.2246e-01	-5.9534e-01	4.0333e+00	0.0000e+00
1.2615e+00	7.1007e-01	-5.9784e-01	4.0227e+00	0.0000e+00
1.2611e+00	6.9882e-01	-6.0422e-01	4.0079e+00	0.0000e+00
1.2571e+00	6.8229e-01	-6.1233e-01	3.9903e+00	0.0000e+00
1.2490e+00	6.6172e-01	-6.2090e-01	3.9739e+00	0.0000e+00
1.2395e+00	6.4172e-01	-6.2780e-01	3.9629e+00	0.0000e+00
1.2336e+00	6.2592e-01	-6.3135e-01	3.9563e+00	0.0000e+00
1.2316e+00	6.1356e-01	-6.3056e-01	3.9565e+00	0.0000e+00
1.2273e+00	6.0013e-01	-6.2568e-01	3.9590e+00	0.0000e+00
1.2214e+00	5.8361e-01	-6.1931e-01	3.9613e+00	0.0000e+00
1.2177e+00	5.6606e-01	-6.1484e-01	3.9630e+00	0.0000e+00
1.2191e+00	5.5208e-01	-6.1333e-01	3.9651e+00	0.0000e+00
1.2244e+00	5.4295e-01	-6.1345e-01	3.9673e+00	0.0000e+00
1.2264e+00	5.3148e-01	-6.1099e-01	3.9716e+00	0.0000e+00
1.2215e+00	5.1635e-01	-6.0578e-01	3.9815e+00	0.0000e+00
1.2117e+00	4.9969e-01	-5.9957e-01	3.9945e+00	0.0000e+00
1.2015e+00	4.8555e-01	-5.9452e-01	4.0185e+00	0.0000e+00
1.1958e+00	4.7541e-01	-5.9111e-01	4.0724e+00	0.0000e+00
1.1894e+00	4.6114e-01	-5.8742e-01	4.1573e+00	0.0000e+00
1.1794e+00	4.3736e-01	-5.8275e-01	4.2372e+00	0.0000e+00
1.1674e+00	4.0632e-01	-5.7875e-01	4.3203e+00	0.0000e+00
1.1553e+00	3.7588e-01	-5.7599e-01	4.3964e+00	0.0000e+00
1.1495e+00	3.5427e-01	-5.7495e-01	4.4572e+00	0.0000e+00
1.1487e+00	3.4081e-01	-5.7452e-01	4.5124e+00	0.0000e+00
1.1497e+00	3.2921e-01	-5.7217e-01	4.5332e+00	0.0000e+00
1.1529e+00	3.1733e-01	-5.6850e-01	4.5347e+00	0.0000e+00
1.1584e+00	3.0777e-01	-5.6626e-01	4.5236e+00	0.0000e+00
1.1653e+00	3.0118e-01	-5.6672e-01	4.5015e+00	0.0000e+00
1.1694e+00	2.9240e-01	-5.6891e-01	4.4634e+00	0.0000e+00
1.1656e+00	2.7818e-01	-5.6982e-01	4.4317e+00	0.0000e+00
1.1535e+00	2.5902e-01	-5.6680e-01	4.4006e+00	0.0000e+00
1.1356e+00	2.3708e-01	-5.6010e-01	4.3721e+00	0.0000e+00
1.1159e+00	2.1430e-01	-5.5076e-01	4.3492e+00	0.0000e+00
1.0964e+00	1.9287e-01	-5.3894e-01	4.3267e+00	0.0000e+00
1.0789e+00	1.7373e-01	-5.2618e-01	4.3136e+00	0.0000e+00
1.0671e+00	1.5749e-01	-5.1498e-01	4.3021e+00	0.0000e+00
1.0655e+00	1.4590e-01	-5.0751e-01	4.2870e+00	0.0000e+00
1.0724e+00	1.3689e-01	-5.0224e-01	4.2754e+00	0.0000e+00
1.0816e+00	1.2540e-01	-4.9556e-01	4.2636e+00	0.0000e+00
1.0885e+00	1.1107e-01	-4.8777e-01	4.2513e+00	0.0000e+00
1.0920e+00	9.7916e-02	-4.8103e-01	4.2389e+00	0.0000e+00
1.0943e+00	8.9923e-02	-4.7800e-01	4.2265e+00	0.0000e+00
1.0972e+00	8.8162e-02	-4.8094e-01	4.2125e+00	0.0000e+00
1.1003e+00	8.8847e-02	-4.9284e-01	4.1929e+00	0.0000e+00
1.1015e+00	8.8051e-02	-5.1254e-01	4.1795e+00	0.0000e+00
